totalCollateralUSD
304251065.632877
304957392.2563267
298568292.4880928
294254163.60212874
287586854.40725875
286487837.83452314
290529847.47599757
288764566.4289664
289327216.4688017
278253734.6323247
277556632.94647044
277025295.06881756
286611419.7304268
301338530.9501468
299061733.26779073
295032486.50582707
289598948.3418786
309099691.18765056
287670237.7821558
286878995.676693
281978270.2365939
278330289.56252545
274163197.4453985
272281177.7439302
287350480.2132406
286884782.00721925
284834515.5734667
284042792.2370704
290731764.85299957
282003231.47433144
279732039.8959187
279604077.95316106
277933864.01957077
281263990.6245813
282432589.93273175
283373745.35915864
283165069.76096106
278669446.3701108
279257533.341741
279197712.64698577
289933995.48321795
278177408.5667178
278295884.200102
277009453.7806828
276362147.1068273
278054803.8831503
300448237.1082358
292671220.3290194
291474646.5551855
290720805.74793077
290494455.42797387
268391282.11830056
268398276.55953994
266233855.71363962
265352602.51253244
264502025.7074634
262817724.46962133
262465417.77702206
262871213.72067583
263018591.54144028
262864098.90888217
261939146.5164102
261492946.3189651
261442096.400916
259684273.49142337
259347094.95902196
260724411.66117886
260903901.4568615
265389933.83345795
264878368.127972
264576735.14286867
264526066.52887416
264486210.20426732
264985785.97362587
265422718.9617004
265024447.12648612
264357004.08317593
263239616.56966963
263275132.54151782
261526036.4943296
260955593.97395992
257188119.1949491
255663843.73254806
255423298.76770818
255421698.15786642
249797869.8374101
248703507.19839597
242824886.6020065
243614889.7990979
236893868.70393044
234405144.92217353
234198747.2792762
232576361.3742614
232647394.30050597
234009043.87970504
232221903.11380625
235776548.12110722
237425148.995156
239398839.70159748
239427089.39156806
245696797.543508
244207868.67259127
238998353.82786602
236474590.27278543
235165602.16076946
234284339.54268882
238403663.64786878
238781709.08419487
237229368.45435265
227252497.05648756
206286785.09807754
202111036.74078113
196145838.62072656
195956595.59643665
195421134.59250972
194961456.61090788
193694705.36462125
195727711.1609371
195933294.12158528
195922579.9081386
183361480.42062446
191892906.9556492
191467876.84965533
191118763.3330627
186453928.17683688
186788693.62848
186210696.13412616
184567736.26078323
190320054.88844767
186960765.02359515
186121238.58721372
185106159.15621576
184378534.0751534
184244668.5554422
180857533.16826794
179869343.91515407
183674241.88387716
164858599.71772
164231600.26995113
163685308.202292
160002088.4515702
156140520.46572775
154706815.00861242
154148945.8677116
151011557.69518748
150831353.62860823
150209826.8133597
149799538.5180428
149572451.2867825
147566764.37000775
142321786.74695536
137555860.92252874
136659269.0841348
133690069.90942632
128696010.72279406
127685021.6336599
126164289.93033694
125985923.89719748
125332716.48976848
122557961.83721718
122143002.42981456
122368128.28166786
122159352.62952602
118980066.07594514
105520644.51833346
105184082.71790244
104795264.82141659
93948709.12273318
91426295.20615846
91065839.76049808
91045754.83368775
91462387.96167077
89188740.77181834
88847913.99096341
87938770.73919617
88620949.75640677
87520262.9072132
86908621.88143542
86619608.49338649
86582285.26943415
86496411.81002362
86746223.17601484
86677765.26246558
86621218.84716818
86334749.00961448
86173073.64270979
85906340.93962166
86003164.35635328
86376939.47589266
85121813.34288505
79163364.92618005
79668562.52898395
80507979.62010555
79833873.62387574
79444567.24765906
79419212.5038291
79482695.92353964
79205596.87285206
76453454.99642129
71349474.01474223
69468893.07004559
70994642.56880993
70688739.5478901
69899420.54724763
70785936.18839704
70209598.05904669
68336851.35867472
66664198.719558164
68099735.39232191
66598501.40271252
66788594.225620456
67599479.37945928
68159266.72674404
68064121.42348288
67922709.06108
67872851.36981364
67190929.19990969
67024900.26110779
65555668.67230504
65161799.92810492
64717137.48366361
67428065.3657479
66855402.09841904
67016463.16934295
66219071.31856924
65567914.20657128
62701734.674220204
60332816.252306774
59998076.77476059
59618737.92813992
59731403.92844138
58615493.13380645
58141691.03733045
57255407.324808836
56812160.44034643
56680012.66938571
56458342.322053395
56063254.62960788
55879228.978475384
64921184.27924872
65255666.65227833
64617427.5571443
63355182.75501456
63532236.5922629
63162350.36226376
62995771.906625696
59373582.81018846
50313377.10822008
49567025.720311455
20173811.60129505
14910272.154183984
13424865.243131455
27114119.945450455
26133319.843556035
25910212.262859736
25889847.94308203
24538901.084540706
24410555.1934225
24539477.14935272
24767062.587775834
27264276.228414513
26331378.37259816
26009932.316839814
23999250.92856955
23975360.619086504
23859714.955654863
23518471.930038616
23474209.6616021
23322839.669073105
23157047.581580717
22648912.25140168
21806280.286165196
21472038.461455766
20991091.86107766
20239148.259912442
15636707.368938796
13593486.993445935
7079752.539268047
6722609.492736544
6019637.650312319
4617351.668747498
4170204.7340709623
3698688.315580989
3234769.346848653
2307550.575936736
2264511.7700168453
2124466.9726265497
2113576.6182979126
2532685.9596455405
2236318.4038539324
1943529.3932466528
1552659.3159272568
1472327.698146951
315857.6399675322
106319.50237063548
