totalCollateralUSD
124480293.27855073
109677186.84367564
116173974.84934764
117218190.37822507
123083904.1754594
122147739.94705178
112845378.27543218
121305383.96956359
116093031.62006257
107470707.87071759
108993170.2797006
106561762.90449691
104811801.514931
106095320.9120975
108670758.2176192
106694019.99814981
115739280.86795665
117352385.04948363
105927235.58144924
112293475.15894489
114361852.10620014
111120406.69657566
117247912.24177569
117082112.0212664
106379484.10400161
109038728.31757618
110304188.0643252
110529198.46479918
102708507.99366044
99318672.14540778
99393686.2662976
100414874.45056729
100190350.04884619
100747545.99093856
102562560.49684821
103638457.57163493
104119171.28346884
103106324.38486804
103810775.92349522
108126369.54167746
102983879.25603762
102270580.85823488
102727437.68843196
102239452.58061081
101184066.84383611
102539915.04302788
108262427.17582951
102542093.54244125
102587785.8060235
101596873.8087942
100319385.78004736
102433843.2136491
102579488.16531564
101819108.87217808
106362320.10084115
106798663.16022192
107560712.49720071
109634329.1779977
107729445.62240735
105957083.65547353
102586059.6396125
105336843.71561801
102592757.0619869
101319877.46643269
108046660.05457072
108604655.78204124
107823492.29168504
108572208.88203259
108228041.81777567
108393381.4685913
108695461.90396072
112235636.88019662
109657673.30802423
108731757.27380763
110158997.5027463
110910288.3749294
110469280.80478321
108111141.68975395
108055863.0173895
110052548.02827406
116172196.09359217
119873319.61407143
126027525.23729168
126175901.80754822
127291032.94133
131347660.07325923
129863786.63762406
130962907.73400377
129100627.87655611
129579330.65193027
129070113.37853436
125745781.07498297
121058412.03609324
120124126.81927942
121557655.35361114
123478648.90961528
124310633.73769662
124575755.98741086
125140495.06377062
125658710.30814868
130245461.94012769
135240866.20261034
130580136.11477132
124216823.2147518
123838451.23952949
123434465.40297309
121700209.3058915
120155313.06687066
126729703.58535317
122228411.81437705
108213903.7321141
138248692.77698222
137883852.2679278
137035099.81793
141102278.50760704
141093935.1100914
132164603.83791877
125644436.09368917
125138220.37474936
125434896.47832116
126425132.6801153
126371225.3242896
131962062.93014461
122894406.35787381
119715938.88837947
123422208.3114166
116252983.1304784
115888177.54478447
109676545.53071606
105536176.58770314
109750207.32558785
110496442.63116227
115708369.26085149
114445073.47300749
114417421.72128765
113953121.00744829
111832027.40255815
104904608.9654903
101934287.47182076
102151059.22331008
102195711.01461543
99945987.44814524
93945493.75373611
90285970.281193
88502429.13690683
87791296.50866446
87615976.18680878
87465110.36888258
88416248.66390413
88287318.07685243
88159262.43259324
87988047.38052318
89896354.37137762
88626703.48106605
89276280.6182201
100269188.62456228
95813585.90085775
92855566.34411196
104159005.60616122
94153213.74399784
91957370.5753553
91079666.00503045
91161734.01894474
89331706.48641229
85981411.79643609
80247984.7792887
82847338.51292525
81080509.2792711
79529344.32208785
78697542.53436041
76893785.26659098
74333563.85470614
74855114.52549134
75918314.73781765
75437980.31114309
75505852.27877209
75536766.04439157
74117159.57142957
74183425.26092774
75486423.8588031
70373739.56807412
69773573.89635661
69001447.99315989
65037203.34450859
70689056.32860522
68636090.01439306
68552603.6365101
67672451.95622322
67398146.42649378
69299511.74840096
70745867.58945051
66716619.7207892
61408597.45653087
46599443.06631657
46898844.24441505
47111514.29586233
47484018.774497576
45507331.431836806
45322546.265156
44598934.44402227
43641096.16120306
42419795.52195055
56683123.25903526
56399805.224050805
52450359.28685421
48551281.42665171
51302812.05541449
50101237.50176609
54043252.27325621
53553229.21559908
67698809.66306499
66316512.8539475
68565462.2613659
70939679.60651496
67238181.0314002
51202549.79571397
60732138.412862286
59086758.79619862
56723779.232607245
51571288.15732945
49466608.6535011
49281058.73649661
48926797.52303432
48847396.83877312
54127305.14103223
46715128.40144052
46955657.978446595
50559705.730068766
51570135.64625505
51569931.746400245
51182615.006686725
52477513.91824512
51472270.4643816
51445719.85636274
33888330.36127168
34973357.61706317
34464961.48444654
36913527.78672477
40197583.10250171
40198743.19441805
39089043.38909194
41706627.60663597
47037137.52242905
44707445.58036893
45342994.70558327
42521284.17188668
37825886.80138783
37813493.991357304
39343866.88709927
46906561.58024803
61483904.292469166
43382814.82064578
17041985.57433594
21883625.200249318
21291028.820627972
21171960.77676818
21200617.274041157
20314370.82906619
20484614.497582775
21193101.110875104
21692020.57220266
21307372.471458223
21423051.40466896
21372337.000154514
20115595.187403798
19838460.192738663
17532180.669328116
17048228.89735404
15410834.193399694
15516422.206893463
16419067.972722756
17268328.17864854
16430749.779046148
17254465.70176822
16983511.752810124
16380564.138849635
14631765.78762312
14537660.802962195
11520952.152377656
12340034.524418654
11982515.331535796
11260951.77598999
7663440.667585278
5683434.75963544
5462755.535930618
5134857.816866069
5085440.49202119
3561358.570239188
3248172.186527714
2668983.8426610907
2234193.7163917692
953219.3843004527
2124620.3489141464
492785.96529818984
264587.0510024814
