totalBalance
6024.56457
6022.704786
6017.381866
6341.239109
6441.030393
6435.773107
6426.826363
6526.92919
6614.35332
7067.415378
7031.729086
7274.648325
7276.343548
7267.915648
7439.967149
7448.500004
8857.193559
8886.359118
9327.524568
8977.258258
9489.989887
9572.063991
9541.384548
9553.206417
9533.649225
10722.958528
11185.945145
11150.508914
16680.486424
16808.550582
19565.300355
19428.570628
19288.318511
20735.195353
20744.094462
21305.121321
21620.121447
27419.263051
29301.807639
31215.902168
31141.479067
31234.601325
29513.078796
24077.454566
24312.952042
23885.112886
51528.719574
57730.947609
58235.29965
49702.046391
49831.581774
42622.182004
42534.219772
42342.403088
42218.050915
35802.437802
37102.927524
38420.482056
38048.495872
37644.676488
38217.327179
40248.346741
41400.421445
40772.792592
42566.213736
41743.207057
41457.309202
44042.073102
57870.481309
57475.315322
57616.820557
58205.182034
58320.61417
67385.809305
66464.259107
64125.115489
54442.677876
53585.212703
44955.110437
47214.948313
43929.691991
41539.738794
38137.616807
32604.52792
32251.561839
34904.62589
35046.326854
36083.295982
78264.724723
78297.827491
78674.860157
76539.570088
67951.162331
47003.032652
45792.513959
24443.278887
21859.25281
22191.091406
21238.517412
20889.367041
21022.180151
17454.108003
15416.854341
10173.448592
2707.278746
2422.569676
2500.0
2490.075399
22.058352
