mintAmount,openedAt,openTxhash,premiumEarned,strikePrice
1356.36309712,2023-10-06,0xc1a4ccfa0878e4d146b0b04b453ee450dc1a274b5fbbeefd7b2fe522e518a7c4,6.510542866176,76.0
1533.78814163,2023-09-29,0x1aa2390663c2401caa2f9f4e19e6c1affce8944cac31c4bc66632a98ab6a7a75,3.834470354075,76.0
1532.29135185,2023-09-22,0xa38465e88bdab262b9202019f717f933cb9e83cfedd8ed511a4d19e01ed4d654,3.830728379625,75.0
1593.78839826,2023-09-15,0xe304760f2ad4d3b44f2df9cd5ba1e465acc3eeaac6ee8678696d71a6aa5c14c7,5.259501714258,61.0
1683.49548646,2023-09-08,0x5899b476a8d8a04c5306e6a6d5bd16d5dd6eccf0ec8ccda06ddd367fc55ea0c2,6.73398194584,62.0
1818.57225427,2023-09-01,0x5a8277a822a809f82b983247e2bcccb29f0b689f918f6e2dd6ee30d219b8cf91,16.36715028843,61.0
3426.74373387,2023-08-25,0xe5850c1f58c900e7994ee8590ef6c86a70884d084d1f7667c7afafe05b18354d,7.196161841127,64.0
6719.10040101,2023-08-18,0x809b88697e284bb42d4f60804f8c68be6a633dd8a2de8cb66a9b7b153866251b,8.062920481212,67.0
6942.53513657,2023-08-11,0x06fd4f947926f7cf13d7c8772b097481093ee09853d9f83b4c04b8cfce4128e6,3.471267568285,78.0
6921.94046578,2023-08-04,0x18637d8c04770e1f78191536bd780d55e20a199c733161e726b404667a79b88f,17.30485116445,77.5
6915.88282316,2023-07-28,0xf8b018382885441049dff46d8e602f10abfe9f9b758da2c9c7c3542f335b45c7,11.065412517056,85.0
6907.8948386,2023-07-21,0x99ff3ffe45f42401ca5af6cefc3d24d178812a11343b5e9b7979070864f9ce3c,14.50657916106,91.0
6772.78689532,2023-07-14,0x4d2dbf26fbc0d342f03d3f0d5681a2e8e3c8ca97b032c37844c51832f51b3eb8,7.450065584852,100.0
6895.97721288,2023-07-07,0xb2da4515865f8c2b410c09afd91861957c4b4dd066b5086231325d8e291955b2,14.481552147048,93.0
6883.98679593,2023-06-30,0x54673fd311c79a70cc59335d585d5487af8d09aae072a9d1915b96ce06d720b2,18.586764349011,82.0
6897.73630546,2023-06-23,0x505e029aeb379f06e257d33a2c8e0698c0f705daba68c4e2d2a44fde3e5d1c45,24.831850699656,65.0
6128.55091736,2023-06-16,0x928421bdd93f976550addda8961bdef2ad548071c9432e49b9060e851cdfceb7,12.869956926456,62.0
6153.1705466,2023-06-09,0x24efe3d32f1aec141095fa8a9d81d79165fa537efe48e2c829670fd29d8e5ba7,14.76760931184,67.0
6146.7047731,2023-06-02,0xb9d01a251c3e8a5f81a791202d830963459772d08e7f0a9d90fe068ec0eec820,12.90808002351,70.0
8088.74919385,2023-05-26,0x776b19439be5fc2cfadf402f1a2c20e3c9af84a3d5934d7c660baa614fcdd779,16.986373307085,70.0
8064.99760792,2023-05-19,0x7bb20c08515308730342b327d10b0086b7ad7724c28b60de5f3838480830d453,33.066490192472,72.0
8161.24239517,2023-05-12,0x5c3608e7da4357b14fa8b496f06b70cf774fab0f354e14c946d670825b34858f,23.667602945993,70.0
8137.27794215,2023-05-05,0xa63b2c53c294b3e9430662c3aabda85a9f018df54ccac8de81ace8a5ba4d067e,33.362839562815,79.5
8123.76756913,2023-04-28,0x1cddc84e986ba223010db170a5b26deae4c63ed91e021618991946aa56f8c02c,21.121795679738,81.0
8103.54749525,2023-04-21,0xcfd24bf964cb19f0960187236323d4cf137c5510b797d3b06484f94b8061c6f9,29.1727709829,83.0
7967.55023152,2023-04-14,0x23e3d6bea62f13ad0ff1fa5582ac047801c2c69fe339f67b63b29151d287a1fd,17.528610509344,100.0
7947.8368205,2023-04-07,0x4baf644e2772dbe87c8c8aabfa66fe48dfc4ab6dbdf9be1a1a341b969f2bb1c8,19.86959205125,92.0
7806.65909864,2023-03-31,0xbed5215d10f1c666e89501b9d3216514c0bc117ca78ca6d856fb2719e5b6ca24,18.735981836736,82.0
18889.62687607,2023-03-24,0x8ab1981037914675c132a2dd23c37ad18c5aa3b181b6e54448a41e04967ebee4,32.112365689319,88.0
19135.17296194,2023-03-17,0x6d1ea316c904c8218717bf45bb1701a2d6f4307ea02bc50ecc43209d33c70ec7,59.319036182014,92.0
20789.67575783,2023-03-10,0x4f560d776bc49a799cce968a9b2ab4cd681450ca007dbeb3c705f2eb7ee31ed7,47.816254243009,80.0
21050.09545372,2023-03-03,0x86aff06c3ea2bb091fb3b3753c6e6122cbb39f6cdcd7fbe6ceef5172f8458bfe,61.045276815788,92.5
29907.08328862,2023-02-24,0x5420c31b6c74082c677bfb83ec95df90343cc8d032f8ef72f668fa42185eeeb9,86.730541536998,103.0
28589.87267557,2023-02-17,0x658a474e65b65360d31e9c788156fc8976e1d0e5799e2cc2c863f5c098915007,88.628605294267,102.0
27072.14665045,2023-02-10,0x1b1a800b89366bc6baa7fb3d05d7b453c8c6d92607713bf7f30819f6ee54da6c,162.4328799027,94.0
26995.9846178,2023-02-03,0x8276f28702be333c5cb4b6261c6e62b18f2b85e6f71727f65ea79596e299786a,151.17751385968,106.0
27015.87850934,2023-01-27,0x827872ecbabd681bafacae25cb4cd015e7a8056698973cfcb5cb27764a4f6714,113.466689739228,104.0
27428.04070729,2023-01-20,0x7c02e676a34b4bbfdf3e44465620f0655973bd1322f590367a30822701f01bab,74.055709909683,105.0
28763.91581885,2023-01-13,0x66937e90bd1de74430f0abed5760a709e8146fe7302bc6dab59466306eedcede,117.932054857285,80.0
32626.54331546,2023-01-06,0x87a99760d0d3ae0f1d4a1fe099b891e6e34d5bb903ed1e590800207c9ffcb8af,68.515740962466,62.5
32302.94224952,2022-12-30,0xeb9d9dc1d30dfa2f25206b355ca86eb8637db5b72f7dc8f5f5cce137e95174ed,32.30294224952,62.5
32350.15370364,2022-12-23,0x221f7a19d9fbc891441646cb8b1584de8157b0d153be23dca3df4e6fe324885e,48.52523055546,62.5
32195.54095269,2022-12-16,0x1cf099e909e1595174c97e4f26ebf4ed76dd57621c7cef8bb0f3eb68d92a11cc,70.830190095918,67.5
33793.37933413,2022-12-09,0x276a62facd80039ed2ee1097a991edd427b045de831ff42b3174643d831484d6,104.759475935803,72.5
33719.94490566,2022-12-02,0xcab25bc11e08aef1f40084cae6db8733d6d4af93238670860032a14032a37575,134.87977962264,75.0
34311.93215886,2022-11-25,0x35fa15c571e206ca008271ea1bd0c4869597b2f0a0459f94abf7106b6e1d23e5,181.853240441958,67.5
33991.37410082,2022-11-18,0x8e6100fd8b8d7add8fc4503b68a7d9b97cdf35e03ce7c752ebe98e35db5dc4e8,142.763771223444,72.5
32548.76127164,2022-11-11,0x11886b86509478094a8c9589f3d4a5d1905dceee0418f91e5b45d8e9e17a003c,35.803637398804,90.0
33881.98866301,2022-11-04,0x597152d34e03fb760a435049c2dcf3c1820d38db1d2cdc1f8d43c80c7fcb651b,237.17392064107,107.0
34229.53660865,2022-10-28,0x8896b49c45d8da8353f6ac5f878c1c27465b7be9242bead2120192e8c9b3d84f,112.957470808545,95.0
36282.58646119,2022-10-21,0xe38836acc82ae2b931bb7b5d8e101317f9d883d7bc3737c42cadd1057531a678,159.643380429236,90.0
30508.26046834,2022-10-14,0xf28acf14aaa1df3749415fba433a0cc7f40fc8529ca9b4ed89713b90eccc9887,42.711564655676,85.0
29815.66947052,2022-10-07,0x88241a496d5f9621f8fddfa3474a34dda5ba56e185f0d5f7f6ced8340b90fa2d,104.35484314682,90.0
29889.01826104,2022-09-30,0x14bf1bc5b81580a29c6957706bb31e66055cdc5151bab6654f4024331dfa6d9d,164.38960043572,90.0
28023.27100383,2022-09-23,0xa68ee0f952768aeac6487b84fe7475251e6a681e6c23980120e9b53ecf08f69f,134.511700818384,90.0
26802.74604424,2022-09-16,0x384421600b8d1f83e62f5a893e80b12091786ccb7ed1097d1a959da990b9b78e,163.496750869864,95.0
24652.3976345,2022-09-09,0xa8bf7c11f8c2800c06ee3d8e53118c5fcf89d1826f7f5c3e7f14fdf1b6fbd9db,150.37962557045,115.0
24220.29350312,2022-09-02,0x2c290fe4d913e3d48ae184cb65a0901cfd33b4bfe552fe292fddecf2491720c9,167.120025171528,105.0
23041.69173179,2022-08-26,0xe0eaec2ee27b4b694e2e33fa092a245325f7eb13fdd40a43ff86fd77631967d9,198.158548893394,110.0
19698.13938407,2022-08-19,0xae94484245a111ceeb4e531c13772e32f20055f237984f8ded81671fbe4e4e00,104.400138735571,110.0
