totalBalance
3365.1053319706966
3363.5736644838694
3406.8111032603547
2904.0211105492385
2888.4654780539277
2897.993494015819
3026.2337238010177
3362.5326863670903
3437.152411894151
3481.4903250838174
3481.603897842697
3614.524050976201
3536.5701280218605
3549.2137375143575
3692.595187867238
3760.5890847983505
4133.518443195076
4165.316044083983
4548.1724173444445
4657.335894565834
4707.988546712029
4773.006563474071
4807.999814064281
4824.387581056078
4895.770727429711
5409.640317797226
5554.948839195391
5522.86235274103
5634.9929503797875
7711.006312094195
8588.501984397739
8429.482467296837
8848.79571928339
8897.692985594886
8804.812794342744
8747.856509838226
8666.527000108783
8774.609470867403
9123.926919998796
9628.868805632219
9660.915175877852
10253.452358234012
10767.647811041124
10747.88731686075
11892.013090019283
11804.868126516893
11976.189830372961
12278.925505148261
13616.024520260306
14297.935974371345
15168.903163542858
14465.700717890759
14400.474337569563
14248.613354979978
13374.241375319258
12856.62818909473
13531.40142612056
14365.534489861631
14648.695117549001
14806.36143226148
16100.104122957511
16842.077267310295
21025.644182728847
23037.3465098043
25715.36291090081
19786.83119125879
19490.882673160348
19166.161574222016
22037.591698893113
21871.114797505816
21893.379146349802
22492.38879507729
23939.5269568032
24262.34608619787
23707.31783080917
22460.407681617413
21101.27934738957
18665.284621957882
17283.884925022514
16202.103648784436
14989.252577979385
14704.818839153113
12067.54391997943
9141.028242801634
7721.68900007433
7282.170864251852
7992.5337058753885
9223.31758091683
9487.189466459806
10096.050021445699
10061.872816741801
11517.237970605778
10138.31793250589
6338.374383279809
3289.2866339831803
1762.3160048473026
1000.2593761719596
771.046541239455
0.6062895577801118
