totalBalance
2714.132921021518
2712.6398294300025
2717.7163013337645
2724.234198441378
2726.711037784443
2731.2174653503075
2907.007260944373
2905.4035386083624
2916.5976522604337
2919.4621224755356
2952.0574236973316
2982.203420707326
3000.908720411858
3010.45714842958
3115.224912740312
3142.2690853509403
3735.0105094074174
3753.5450306570547
3751.812911417899
3724.924310198094
4027.6413977550856
4421.074576959619
4423.931359447366
4449.506376893375
4441.126465299452
4605.340962867931
4615.612638373962
4799.195312265416
5010.032221668113
5287.194563966937
5829.492723747347
5685.021936350855
5663.647093697068
5871.456505343257
5852.573261031135
5954.060863730926
6040.69776149154
6402.712800064939
6617.52663499818
6788.6320849865915
6791.320387832379
6840.717053329964
6518.3412417173395
6513.87962672162
6709.8601571890595
6564.3990150960135
6904.671757295882
10154.609823393286
10683.914684904428
11030.439769356588
11193.533712823197
11079.65997455656
11928.931542201613
11081.05537715162
10942.338794439162
7674.835105570065
10554.47706390646
11256.669967123991
11338.609041438569
10895.398391223735
11112.434505487841
10712.7237581958
10949.95414990382
11906.368885364012
12472.001024209201
12445.051736598944
12303.599493202553
11220.422881207125
21333.692985616126
21879.37698359139
21460.790762045355
21318.13119995006
21911.200815321736
26737.004148215205
26722.511997671554
26763.939511547516
26509.756194115853
26231.663985636114
25130.31937762913
25455.94514292489
27326.80963273526
25834.986444357502
25187.649473813814
24485.40127003157
23616.715613934404
23484.541878031738
23327.911374678137
12259.209408143317
24408.314110550997
23961.122420624637
23947.341078656336
23049.748887421232
20285.407886951012
19573.468633118402
18661.4664492915
19268.192610842925
19500.759487961135
19777.0090447077
19533.608132501322
16562.818947034913
13507.07749291577
5552.727717906633
3480.6784581501997
2998.906050368882
1284.570859845907
299.82113710024436
300.69594711386344
299.8742915550012
3.0
