totalBalance
4498450.078245
4494522.278207
4484085.304046
4413312.352675
4422654.161637
4552947.417666
5472250.311816
5458875.260628
5629815.487446
5630643.204987
5623980.515731
5695646.738956
5696970.825058
5692730.808778
5680836.376306
5697991.889643
5723716.399374
5789852.631708
5800496.247469
5732847.165075
5738286.027389
6515861.588275
6506139.269054
6630622.754602
6724569.254949
6882306.467827
6895649.588222
7494211.156051
9888797.256325
10322589.709858
10572692.083573
10536434.914512
10523599.136604
10572533.332383
10652576.390922
10952930.010354
11122553.887275
11223621.062891
11423659.659182
16505716.512373
16576608.198546
16593835.146842
16785694.8805
16282743.140664
16901709.695222
11762860.425965
11999801.153428
14173887.608267
17558832.77189
19100216.260294
20834616.916197
20916219.71973
22401642.66915
21956897.156128
22030418.398122
19949697.384013
21150547.550274
21040442.437628
21080271.913501
20303151.843637
20242152.153305
19905920.12154
20076417.986041
20905638.039707
19926575.75899
19588501.994476
20509377.721542
21504558.476308
40091889.407331
58145529.30245
58203381.713881
61805417.616826
66641021.670317
97813449.836013
113766077.342474
113484529.422383
115911605.742321
116348685.87492
114043807.23958
112537678.353311
109755140.681573
102313039.796351
95818908.16037
87496140.792504
90974137.504744
80122818.453407
79514835.610933
76603457.524514
69532047.135859
72049028.414248
54875093.248895
43044280.391175
12477563.086846
8904.499712
9011.78
