totalBalance
77.75930067351861
90.9521563606886
92.31314332336623
140.20851729197403
148.25036489368134
324.2251997591675
407.9552551961973
457.32907448386806
455.8498468420177
455.3197075799862
420.49937939055127
420.10086889225033
452.8839554370128
396.05827862496955
365.8555415389158
517.6411151468591
536.3669218955736
421.42148317363115
361.10176184837906
342.6672889145567
338.21625537281415
305.1515170034623
261.194307349986
266.81390913075967
275.2884122428169
363.04040066067284
363.5817550348422
379.6869649056427
465.272635741825
478.3198788774541
555.1511407768628
692.1959232502651
695.3524037366761
739.5642647299279
743.8133056171181
743.1243426775006
725.7247694885422
773.4611051388116
799.6091223399485
783.1331912504644
676.9030892154728
653.5954760924516
785.952608109567
499.683344835555
447.23237073391306
387.7287304375041
379.79413338687334
592.3523187079358
627.0062247652315
604.3804136244348
741.6104778657584
749.971369814077
790.6884083343231
826.039222646523
813.9900052035488
873.7804921850328
835.603690688183
922.1182258738894
620.4721085463491
133.84463715871243
107.50640232491963
119.727915093082
185.91747306247535
225.3332898731236
254.00938611523512
245.63065179423077
214.14308127150642
207.61536966734835
0.01003059454106304
