maximumLTV
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
74.5
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
67
