datetime,totalValueLockedUSD,totalBorrowBalanceUSD,totalDepositBalanceUSD,utilizationRate,borrowerStableRate,borrowerVariableRate,lenderVariableRate,market,dailyDepositUSD,dailyWithdrawUSD,inputTokenPriceUSD,blockNumber
2023-06-18,161766268.3581058468987028,47399011.2379984593782312,161766268.3581058468987028,0.29300923931230294,10.5578171240825547,2.6044669280471741,0.6104923181362336,Aave Ethereum WBTC,3279778.3626200280647763,123976.4932487999271052,26428.75802468,17509680
2023-06-17,159171394.9400218627500077,47552713.7437289197833342,159171394.9400218627500077,0.2987516303519705,10.647159450044565,2.6555196857397514,0.6346606321216213,Aave Ethereum WBTC,5283537.0891802414506536,239774.8217555461837318,26520.00306857,17502404
2023-06-16,153144760.4533900187318415,46720587.5768216558324505,153144760.4533900187318415,0.30507467208478983,10.7455331435530917,2.711733224887481,0.6618147374662792,Aave Ethereum WBTC,1528475.81144803071451,421460.1911750214125555,26351.85093695,17495782
2023-06-15,147289868.7000404007626568,43990906.1660332874047542,147289868.7000404007626568,0.29866892104861537,10.6459116091937405,2.6548066338249946,0.6343198436701079,Aave Ethereum WBTC,5108881.2313583990825009,1315678.4963565060815004,25534.75404363,17487869
2023-06-14,140625213.204183274089307,43141077.3521992687019208,140625213.204183274089307,0.3067805293888502,10.7721092606950197,2.7269195775400112,0.6692481344133894,Aave Ethereum WBTC,1011577.5426735587174064,859812.9886060876928526,25036.90592111,17481314
2023-06-13,145043838.7555190797916,40472468.48525140702472,145043838.7555190797916,0.2790361095824994,10.3405492721488731,2.4803138697993561,0.5536761203447151,Aave Ethereum WBTC,1555978.4437843404961098,834408.7638313487076916,25850.666132,17474372
2023-06-12,144867856.9474055405761598,40804764.8033705566972116,144867856.9474055405761598,0.2816688647377781,10.3814214910906331,2.5036694234803618,0.5641524523863438,Aave Ethereum WBTC,6233914.4398356519343805,635191.057903511064688,25948.50066986,17467353
2023-06-11,139920769.1797142955011418,40993409.552515146765313,139920769.1797142955011418,0.29297587336632774,10.5573209152273619,2.6041833801299211,0.6103593969610411,Aave Ethereum WBTC,991795.6176894053986811,513123.9265154137798986,26070.44922862,17459716
2023-06-10,138489342.877396072692153,40724435.825219602134666,138489342.877396072692153,0.2940618749362739,10.5742319524477793,2.6138468299701596,0.6148975725490547,Aave Ethereum WBTC,487933.7251051135764726,556591.7081546372808978,25893.8960481,17452966
2023-06-09,141793248.17938221251652,41116078.34575258267667,141793248.17938221251652,0.28997204643860586,10.5106329605239365,2.5775045488708209,0.5979176729504796,Aave Ethereum WBTC,365992.7964576058305899,141569.2498049392864,26498.937599,17445525
2023-06-08,142037682.22131665353414,41256726.74771174232202,142037682.22131665353414,0.29046324962855546,10.5182915615738827,2.581880892327933,0.5999498047951275,Aave Ethereum WBTC,3493570.6606387547236193,34044.109625989975977,26587.086862,17438720
2023-06-07,137136203.5650288337656,40862447.7376751223588,137136203.5650288337656,0.2979698042924055,10.6350784632592804,2.6486162647195888,0.6313651305963432,Aave Ethereum WBTC,13556483.9184987946500277,87533.06261676180204,26311.14486,17431770
2023-06-06,128026434.0778742502257814,42135124.9743810991494513,128026434.0778742502257814,0.3291126967478583,11.1195091570548163,2.9254338040313236,0.7702346647592263,Aave Ethereum WBTC,933694.2248276452469189,543750.9848186074561716,27203.75493993,17424542
