datetime,totalValueLockedUSD,totalBorrowBalanceUSD,totalDepositBalanceUSD,borrowerStableRate,borrowerVariableRate,lenderVariableRate,market,dailyDepositUSD,dailyWithdrawUSD,inputTokenPriceUSD,blockNumber,maximumLTV,totalCollateralBalanceUSD
2023-07-11,58244158.66642634,692182.3177824545,58244158.66642634,9.184864554306872,0.1848645543068723,0.0018674143664925,Aave Ethereum rETH,9450433.039563566,2023856.9396332568,2015.32274072,17672158,67.0,1033107.936988738
2023-07-10,50550508.08534079,538259.2884197984,50550508.08534079,9.165634768278656,0.1656347682786573,0.0014991200352846,Aave Ethereum rETH,1405415.9095994877,1012465.5414340118,2005.00519878,17663056,67.0,803372.0722683558
2023-07-09,50186725.03778011,538690.6803533536,50186725.03778011,9.166969099035969,0.1669690990359698,0.0015233707303683,Aave Ethereum rETH,55894.61795243699,0.0,2006.1663454,17659167,67.0,804015.9408259009
2023-07-08,50001406.94822553,537297.126487912,50001406.94822553,9.167154393056848,0.1671543930568492,0.001526753728959,Aave Ethereum rETH,1006.463363955,1670.0861162258,2000.98709388,17650971,67.0,801936.0096834508
2023-07-07,50195284.82618792,544393.3887968452,50195284.82618792,9.168707901946457,0.1687079019464574,0.0015552644626478,Aave Ethereum rETH,194373.7315426586,55828.30633712536,2008.71937656,17643832,67.0,812527.4459654406
2023-07-06,50767686.73537032,772828.7072233206,50767686.73537032,9.236799826595393,0.2367998265953927,0.0030640521982029,Aave Ethereum rETH,3811209.293117413,0.0,2028.25546968,17637249,67.0,1153475.6824228666
2023-07-05,47545289.27561832,780566.6862024653,47545289.27561832,9.255380677569473,0.2553806775694743,0.00356376837243,Aave Ethereum rETH,61521.66819734034,13589615.278787605,2048.58095285,17628308,67.0,1165024.904779799
2023-07-04,62224234.97726081,796118.2896519016,62224234.97726081,9.19902313257414,0.1990231325741404,0.0021644148988723,Aave Ethereum rETH,26504.317186158023,4174.159147250479,2089.40386879,17623508,67.0,1188236.2532117933
2023-07-03,62802650.3356263,803801.2590282751,62802650.3356263,9.199093105772995,0.1990931057729976,0.0021659371104463,Aave Ethereum rETH,683159.8139810446,3698.346205285493,2109.58144528,17615022,67.0,1199703.3716839927
2023-07-02,60785053.638475895,559114.5292414436,60785053.638475895,9.143083477850556,0.1430834778505575,0.001118696746419,Aave Ethereum rETH,9767.93556611534,70853.63116875713,2064.27529627,17608900,67.0,834499.2973752889
2023-07-01,60974784.9184963,525681.9871337549,60974784.9184963,9.1341091268222,0.1341091268222011,0.0009827658779439,Aave Ethereum rETH,16005.513001459896,0.0,2068.63418747,17601758,67.0,784599.9807966491
2023-06-30,61067622.90600059,523592.84734331584,61067622.90600059,9.133373088476752,0.1333730884767511,0.0009720079470227,Aave Ethereum rETH,767590.8205251375,278561.3641066646,2072.32688993,17594606,67.0,781481.8617064416
2023-06-29,58065547.59748112,502104.96762050735,58065547.59748112,9.134512149466131,0.1345121494661309,0.0009886815386292,Aave Ethereum rETH,290490.5488795576,218081.07060267712,1987.28911463,17585765,67.0,749410.3994335931
2023-06-28,57977665.74450989,501950.850534412,57977665.74450989,9.134674692011773,0.1346746920117738,0.000991072399384,Aave Ethereum rETH,254925.32400108024,0.0,1986.68548421,17579590,67.0,749180.3739319582
