datetime,totalValueLockedUSD,totalBorrowBalanceUSD,totalDepositBalanceUSD,utilizationRate,borrowerStableRate,borrowerVariableRate,lenderVariableRate,market,dailyDepositUSD,dailyWithdrawUSD,inputTokenPriceUSD,blockNumber
2023-07-28,171934785.4931237362,126432061.8069926495,171934785.4931237362,0.7353489373565368,8.6766815788578635,3.6766815788578635,2.4332377378162954,Aave Ethereum USDT,132355.2530765296,5142011.48843158208865,0.9997,17794492
2023-07-27,176953182.48485279969145,130681342.61600842960395,176953182.48485279969145,0.7385080097510808,8.6925053382065968,3.6925053382065968,2.4542272210831586,Aave Ethereum USDT,14816417.9585626016922,13708656.54069808686945,0.99981555,17787190
2023-07-26,175841075.0828016059049,129753562.35834834897774,175841075.0828016059049,0.737902462762178,8.6895036537325892,3.6895036537325892,2.4502386979631026,Aave Ethereum USDT,264965.7837256902447,1063255.96786766787999,0.99985407,17780497
2023-07-25,176610287.29742495272,129358983.87379921716,176610287.29742495272,0.7324544105177124,8.6618382279245092,3.6618382279245092,2.4136306573480758,Aave Ethereum USDT,11250418.6391497902843,11501379.4121779,0.99988,17773301
2023-07-24,176876138.84575353393305,129326175.12510635667978,176876138.84575353393305,0.7311680137810247,8.6554342340943092,3.6554342340943092,2.4051958991619567,Aave Ethereum USDT,14028188.4640429553868,2109665.07465905224223,1.00002967,17766198
2023-07-23,164969490.9402565388198,125164306.0055048572692,164969490.9402565388198,0.7587118399415619,8.7931404000411239,3.7931404000411239,2.5898245369963448,Aave Ethereum USDT,6075484.3820223721578,473435.9045687100188,1.0001794,17758409
2023-07-22,159332615.90398306703,125018441.46313867224,159332615.90398306703,0.784638102838136,8.9227717191213323,3.9227717191213323,2.7698648328608639,Aave Ethereum USDT,1910726.35424765267,823068.44884820391,1.00003,17751869
2023-07-21,158226618.9667175127,125096002.69209835365,158226618.9667175127,0.7906128785979553,8.952672769733618,3.952672769733618,2.8122519644268537,Aave Ethereum USDT,212995.27191898117,148230.25797959703,0.99999,17744811
2023-07-20,158165356.02464412634,125152396.49674252309,158165356.02464412634,0.7912756601214378,8.9560204108163375,3.9560204108163375,2.8170175483431834,Aave Ethereum USDT,1772571.0892915795018,8353842.3251089765156,1.00009,17737603
2023-07-19,164745600.3706835308088,124425725.2660390591974,164745600.3706835308088,0.7552597762008618,8.7760004077625471,3.7760004077625471,2.566472234296126,Aave Ethereum USDT,1833137.7988358688012,252630.6545335422632,1.0001542,17730590
2023-07-18,163147763.153816202672,124012803.306100254592,163147763.153816202672,0.7601256732473899,8.8003559130222951,3.8003559130222951,2.5996869118158341,Aave Ethereum USDT,4058701.869442937893,1590107.28570302505152,1.000121,17723287
2023-07-17,160693515.06195548639904,123537529.5014538761856,160693515.06195548639904,0.7687773178265713,8.8436383268439562,3.8436383268439562,2.6592400057650853,Aave Ethereum USDT,4072536.76073494140676,2727997.7122698844478,1.00028452,17716042
2023-07-16,159355049.0569926359416,123829794.2535493862172,159355049.0569926359416,0.7770685333557407,8.8851224737847289,3.8851224737847289,2.7169517945352909,Aave Ethereum USDT,1382193.6483208969824,1240115.2891828140196,1.0003988,17708790
2023-07-15,159209362.5188948671068,125333363.482068225528,159209362.5188948671068,0.7872235746637936,8.9359272921982673,3.9359272921982673,2.7884742569048132,Aave Ethereum USDT,4520694.824355866812,4875216.9224977460484,1.0004508,17701737
2023-07-14,159560383.4336714678112,126866721.9595895870296,159560383.4336714678112,0.795101636317686,8.9753510178518833,3.9753510178518833,2.8446148287244808,Aave Ethereum USDT,8182902.11248757142792,202340.4876754232062,1.0005086,17694646
2023-07-13,151486127.67131340756168,121486901.901235609674,151486127.67131340756168,0.8019671752705401,9.7002350426411022,4.7294115027511481,3.4134555311440673,Aave Ethereum USDT,7007482.4073939619149,358791.8306870999562,1.00001928,17687854
2023-07-12,144809914.565176081375,109426274.508621820442,144809914.565176081375,0.755654575428751,8.7782190822736489,3.7782190822736489,2.5694890980582121,Aave Ethereum USDT,948166.543656090297,96122.48416503830556,0.9999605,17680633
2023-07-11,143964261.74922276583594,107032357.3179341030285,143964261.74922276583594,0.7434647739477047,8.7172989289643505,3.7172989289643505,2.4872960389103113,Aave Ethereum USDT,161558.73912278610756,780501.89989916333984,1.00007342,17673514
