datetime,totalValueLockedUSD,totalBorrowBalanceUSD,totalDepositBalanceUSD,utilizationRate,borrowerStableRate,borrowerVariableRate,lenderVariableRate,market,dailyDepositUSD,dailyWithdrawUSD,inputTokenPriceUSD,blockNumber,maximumLTV,totalCollateralBalanceUSD
2023-09-12,282317599.7921905,254068531.90384275,282317599.7921905,0.8999386934815915,4.999964836604372,3.4997538562306043,2.834601261115085,Aave Ethereum USDC,3219941.6025485974,1572277.3522639277,1.00012432,18123527,77,329959132.3426529
2023-09-11,280597503.1011668,253000361.32939,280597503.1011668,0.9016486552204748,5.954018928169424,4.454018928169424,3.6141291593630815,Aave Ethereum USDC,2477811.2518848567,1266754.3330087804,1.00002399,18116435,77,328571897.83037657
2023-09-10,279406251.35297155,251801042.15381336,279406251.35297155,0.9012004596694412,5.690500296822814,4.190500296822814,3.398645552974668,Aave Ethereum USDC,5206343.001802061,1733876.3748357156,1.000187,18109388,77,327014340.45949787
2023-09-09,275872485.3354317,246330193.0428248,275872485.3354317,0.8929132339650085,4.996039619114758,3.472277333803307,2.790267144315372,Aave Ethereum USDC,1704999.8341262096,746434.8605672705,1.00004406,18102174,77,319909341.6140582
2023-09-08,274924851.0111976,246081526.06482032,274924851.0111976,0.8950865124040659,4.997251139935743,3.4807579795501984,2.803913614538265,Aave Ethereum USDC,3191719.8951716465,5262618.687231128,1.00011773,18094977,77,319586397.48677963
2023-09-07,276953726.3538545,246205632.0043208,276953726.3538545,0.8889775026523821,4.993862279674925,3.4570359577244765,2.765825447579997,Aave Ethereum USDC,3481993.0490383655,1598585.307146787,1.00005195,18087915,77,319747574.03158545
2023-09-06,275014195.3972706,246216407.61048952,275014195.3972706,0.89528617697286,4.997371621460242,3.481601350221696,2.8052725283174524,Aave Ethereum USDC,3519233.293337852,1024275.512401239,0.99993411,18080778,77,319761568.32531106
2023-09-05,272497661.7609673,247854949.07455307,272497661.7609673,0.9095672508631262,10.735581825254641,9.235581825254643,7.5602784313501346,Aave Ethereum USDC,1824805.8672573369,6876126.926597994,0.99994253,18073510,77,321889544.2526663
2023-09-04,277493802.60632074,247413403.93862864,277493802.60632074,0.8915997460657993,4.995270407487668,3.466892852413673,2.781620085884223,Aave Ethereum USDC,1433602.55711922,1369476.486002975,0.99996917,18066515,77,321316109.01120603
2023-09-03,277454619.0094173,247753515.95055407,277454619.0094173,0.8929514917974565,4.9960255773006885,3.472179041104825,2.7901091736357078,Aave Ethereum USDC,4670581.152403776,4048318.9944492583,1.00013747,18059195,77,321757812.9227975
2023-09-02,276825296.8699131,243364306.184213,276825296.8699131,0.8791259647725612,4.988349476803298,3.418446337623087,2.7044222983425845,Aave Ethereum USDC,3268001.4557990404,913650.1986782996,1.00018459,18052223,77,316057540.49897796
2023-09-01,274417699.48443425,241679497.1254648,274417699.48443425,0.8806993775529903,4.989227055099294,3.4245893856950573,2.714150883742387,Aave Ethereum USDC,6829661.772916261,6122729.780008735,1.00006557,18045110,77,313869476.7863179
2023-08-31,273672527.006122,243674416.186087,273672527.006122,0.890386838795244,4.994612424146284,3.462286969023988,2.7742340443592526,Aave Ethereum USDC,4658100.546953896,5987187.925026156,1.0,18037984,77,316460280.76115197
2023-08-30,274991539.2915758,246844593.76419872,274991539.2915758,0.8976443217129941,4.998649693375779,3.490547853630454,2.819708199420622,Aave Ethereum USDC,1756259.6359706637,7930032.836729366,1.00006415,18030834,77,320577394.49895936
2023-08-29,281152329.9276753,248077109.32835487,281152329.9276753,0.8823583620742931,4.990163996546124,3.431147975822865,2.7245568314041733,Aave Ethereum USDC,13279257.521527179,11164760.436838277,1.000109,18023647,77,322178064.06279856
2023-08-28,279002730.2014751,253349930.51139343,279002730.2014751,0.9080553811371054,9.802610003889459,8.302610003889459,6.784925399945071,Aave Ethereum USDC,2849360.8407325214,9268144.556838954,1.000128,18016390,77,329025883.7810305
2023-08-27,285408628.7516887,251856949.5471048,285408628.7516887,0.882443360765471,4.990224142326029,3.4315689962822007,2.7252255082167536,Aave Ethereum USDC,6004858.196501581,7736397.195888773,1.000173,18009339,77,327086947.4637725
2023-08-26,287129161.3688389,248448816.7407384,287129161.3688389,0.8652859067198237,4.9806966472172896,3.3648765305210313,2.620325483765004,Aave Ethereum USDC,701572.1556682104,2015021.7021877768,1.0002155,18002249,77,322660800.9619979
2023-08-25,288366167.98007566,247620025.53126508,288366167.98007566,0.8586999898974769,4.977041810025277,3.3392926701769383,2.5806311957282615,Aave Ethereum USDC,1124107.4921344165,8746125.259683494,1.00002195,17995062,77,321584448.7419027
2023-08-24,295986908.3492521,245520480.7399453,295986908.3492521,0.8294977710643927,4.960822611318829,3.2257582792318047,2.408133813024672,Aave Ethereum USDC,2511388.9695766894,1201640.2798573596,1.000086,17987983,77,318857767.19473416
2023-08-23,294656750.2931734,243314978.81279925,294656750.2931734,0.8257573551962043,4.958748019253062,3.2112361347714367,2.386500110212016,Aave Ethereum USDC,4725747.145154738,6831098.170635179,1.00007179,17980730,77,315993478.9776614
2023-08-22,296731649.0991859,242482698.32952848,296731649.0991859,0.8171784137811196,4.953985256410012,3.177896794870083,2.337203631847112,Aave Ethereum USDC,6708200.398712982,6720916.043353705,1.00002433,17973671,77,314912595.2331539
2023-08-21,296716208.6434696,259465064.42818752,296716208.6434696,0.8744553107307912,4.985777937550673,3.400445562854708,2.6760155202885714,Aave Ethereum USDC,13225691.999423806,3428053.5730039775,0.999997,17966482,77,336967616.1405032
2023-08-20,286928321.4492736,258052096.80746913,286928321.4492736,0.899360842122692,4.999616678550302,3.497316749852112,2.8306548010071064,Aave Ethereum USDC,3752262.2912637857,414243.45917938306,1.000105,17959367,77,335132593.2564534
